,credits,catalog_id,prereqs,coreqs,fees,attributes,description,program_code,program_name,YEAR,SEMESTER,term,CatalogYear,Title
203,3 Credits,CN 0558,"Matriculation in Counselor Education, completion of core requirements, and practicum review.",,,,"Candidates develop their individual, group, and consultation skills in this course through placement in a counseling setting, while receiving individual and group supervision on campus weekly. Participation requires audio recording at the practicum site for supervision and demonstration of diagnosis and treatment planning skills. Additional requirements include 100 clock hours, including 40 direct service hours. Candidates may repeat this course once for credit.",CN,Counseling,2016.0,Fall,Fall2016,2016_2017,Counseling Practicum
204,3 Credits,CN 0565,CN 0465.,,,,"This course brings together substance abuse studies and family systems approaches. Students are presented with a knowledge base of skills and methods for assessing and treating family systems. The course identifies the addictive and intergenerational patterns within families. Students are encouraged to reflect upon the theoretical frameworks to understand and create interventions for alcoholic and substance-abusing family systems. Relational clinical models including developmental, systemic, solution-focused, and narrative approaches are reviewed and evaluated. The course examines the history and methods of treatment models. Issues of social justice are emphasized in a review of socio-cultural and social policy that influence family behaviors and treatment. This course is an advanced graduate course that includes interpersonal, interactive, and affective content and experiences. Crosslisted with ",CN,Counseling,2016.0,Fall,Fall2016,2016_2017,Substance Abuse and the Family
205,3 Credits,CN 0566,,,,,"This course covers statistical procedures and research design for the consumer of human services research, with an emphasis on program evaluation, understanding the inferential potential of statistical procedures, and evaluating published research. Candidates focus on research in their respective disciplines (school counseling, family therapy, etc).",CN,Counseling,2016.0,Fall,Fall2016,2016_2017,Research Methodology
206,3 Credits,CN 0585,CN 0558 or permission of instructor.,,,,"Intended for post-master's degree practitioners in counseling, marriage and family therapy, psychology, or social work, who are engaged in the practice of clinical supervision or preparing to become supervisors, this course covers major conceptual approaches to supervision, supervision methods, evaluation of supervisees, ethical and legal issues, and additional variables that affect supervision. The course offers experiential components to supplement didactic material.",CN,Counseling,2016.0,Fall,Fall2016,2016_2017,Introduction to Clinical Supervision
207,3 or 6 Credits,CN 0590C,CN 0558.,,,,"In clinical mental health counseling setting placements consistent with their career goals, candidate interns receive individual supervision. University faculty conduct weekly group supervision on campus that includes an emphasis on clinical work, prevention, and consultation, as well as professional issues related to practice. Internship requirements include 600 clock hours, including 240 direct service hours. Candidates arrange their internships with the assistance of the clinical coordinator.",CN,Counseling,2017.0,Summer,Summer2017,2016_2017,Internship: Clinical Mental Health Counseling
208,3 or 6 Credits,CN 0590S,CN 0558.,,,,"In elementary, middle, and/or secondary school setting placements, candidate interns receive individual supervision. University faculty conduct weekly group supervision on campus that includes an emphasis on clinical work, prevention, and consultation, as well as professional issues related to practice. Internship requirements include 700 clock hours over 10 months, including 240 direct service hours. Candidates make their internship arrangements with the assistance of the clinical coordinator.",CN,Counseling,2016.0,Fall,Fall2016,2016_2017,Internship: School Counseling
209,3 Credits,CO 0100,,,,,"This course introduces major theoretical perspectives that inform communication scholarship. This foundational course for the major emphasizes understanding human communication as a symbolic process that creates, maintains, and alters personal, social, and cultural identities. Students critique research literature in the communication field in this course, which is a prerequisite for the 200- and 300-level communication courses. This course counts in the social and behavioral sciences core curriculum for non-majors.",CO,Communication,2016.0,Fall,Fall2016,2016_2017,Human Communication Theories
210,3 Credits,CO 0101,,,,,"This introduction to public speaking and the advocacy process includes topic identification; methods of organization, research, selection, and arrangement of support materials; audience analysis and adaptation; patterns and fallacies of reasoning; uses of evidence; logical proof; and refutation. Students practice and critique informative and persuasive presentations in this course, which is a skill required in all 200- and 300-level communication courses.",CO,Communication,2016.0,Fall,Fall2016,2016_2017,Argument and Advocacy
211,3 Credits,CO 0102,,,,,"This course introduces public relations as a field of study and as a practice. Through building critical thinking and considering ethical behaviors, this course will not only introduce you to the various types of public relations but will also help you to become a critical consumer of the public relations efforts taking place in the world around you while developing your own public relations tools and strategies.",CO,Communication,2016.0,Fall,Fall2016,2016_2017,Introduction to Public Relations
212,3 Credits,CO 0130,,,,GDCO Graphic Design: Communication,"This media literacy course offers theoretical and practical tools to critically analyze media texts, as well as understand different ways in which audiences interact with them. Students will inquire into how the pervasive mediation of human experience through mass communication channels affects almost every aspect of socialization processes and people's symbolic environment. The interplay between structural constraints conveyed in media's messages and humans' capacity to exercise interpretive agency is addressed through lectures, audiovisual examples, hands-on activities, and a variety of assignments aimed at discerning the elements that intervene in the construction and reception of media texts, beyond their apparent components. This course counts in the social and behavioral sciences core curriculum for non-majors.",CO,Communication,2017.0,Spring,Spring2017,2016_2017,Mass Media and Society
213,3 Credits,CO 0200,CO 0100.,,,,"An examination of one-to-one relationships from a variety of theoretical perspectives, this course focuses on the centrality of communication in building familial bonds, friendships, and work teams. Students examine factors influencing interpersonal communication such as language, perception, nonverbal behavior, power, status, and gender roles.",CO,Communication,2016.0,Fall,Fall2016,2016_2017,Interpersonal Communication Theories
